105989 ESTEBAN DAUGHERTY 4012
103328 ZACHERY BAKER 4000
114414 CHRIS BARBER 4017
103290 LOUIS DENNIS 4000
100461 MICHEL ROSS 4010
108405 HERMAN BENNETT 4015
101555 ELLIOTT MEADOWS 4018
103592 RONNIE MARTIN 4004
114229 WARD HAHN 4001
107270 NATHANAEL SMITH 4007
102873 BERRY GAINES 4006
104670 ALDO DOTSON 4011
110089 BART BLACKBURN 4009
101415 GARLAND FOX 4008
103837 SHELDON GARRETT 3994
109728 LOGAN FAULKNER 3998
110609 ABRAHAM HOLT 4000
105182 NELSON BUTLER 3991
107391 ARNOLDO MCFADDEN 4014
111011 REGINALD LOTT 4011
106600 FREDRICK ALVARADO 4001
104985 LEONARD COLE 3993
101237 SERGIO SNIDER 3998
101324 RUDOLPH QUINN 4003
103464 CLETUS GARRISON 4019
104225 CLARK WEEKS 4000
114491 BERRY PRUITT 4008
103358 RODERICK MAYO 4009
109013 RANDOLPH BECKER 4000
101079 FREDERIC ARNOLD 3990
108041 ISIDRO HICKMAN 4012
107988 ROYCE CASTRO 3999
100509 DARELL HOBBS 4010
105615 RAYMOND BRADFORD 4013
101760 BENNIE CANNON 4001
107475 KIRK ROBERTS 3996
107771 GAIL NORTON 3990
109999 GALEN KINNEY 3992
104353 HECTOR ROSARIO 4009
113317 TOM NORMAN 4002
111197 SHON ROSARIO 3997
111058 RENE GRAVES 4018
108096 DAMIAN BELL 4015
102112 OMAR WELLS 4001
109184 DONALD BARRON 3997
101397 DON HOWELL 4001
113923 DARRIN PARKS 4019
103884 LAZARO VILLARREAL 4016
101785 JAE SHEPPARD 3991
104939 ROGELIO WEBB 4018
112080 GARRET CARTER 4003
106940 RALPH ZAMORA 3997
106323 ARMANDO FERGUSON 3999
106959 TYREE OLSEN 4002
114779 DWAYNE BENTON 3997
112145 CLINTON DIAZ 4006
101844 LAZARO BERG 4018
114641 HERSHEL FREEMAN 4008
112465 FREEMAN CONRAD 4015
111165 GRADY PENA 4015
107092 PERRY BARBER 4017
103209 LUTHER PENA 4010
105450 BLAKE VALDEZ 4003
105645 KEITH WATSON 4017
113742 HERIBERTO SIMS 4010
105551 STEPHEN CLAY 4004
105260 XAVIER CHAN 4007
112034 SCOTT HAHN 4006
113914 ANDREW KNAPP 4017
107416 JOSIAH NORMAN 4015
110560 ROCKY ORTEGA 4007
108035 MAN SWEET 4004
100785 BERNARD BRAY 3993
109466 CHARLEY RUSH 4014
101366 LAZARO ROLLINS 4009
109645 RICKEY KRAMER 4014
109375 BEN TURNER 4014
112343 FILIBERTO SHARPE 4006
106033 HASSAN SHAFFER 3993
103917 ANIBAL PEARSON 4014
111355 GARLAND GATES 3991
113477 JORDON BURRIS 4010
112419 GIL BYRD 4003
105089 PORTER TATE 3994
101941 VICENTE SERRANO 4009
111806 ROBBY SHARPE 4008
112168 HUGO BALL 4001
104531 DALLAS BENTLEY 3996
106058 DENNY JACOBS 3995
110495 ANTONIO BEAN 3992
100756 CLEMENT HOLLAND 4010
111779 LEANDRO FUENTES 3994
103598 BERTRAM LARA 3990
108063 MAYNARD FOX 4001
100318 BRITT WALTON 4015
105628 BRANDEN MORROW 4014
108993 MORTON HUMPHREY 3990
101089 TYRON PETERSON 3997
107648 DARIUS FAULKNER 4000
102327 THANH FULLER 4000
109620 BO RICHARDSON 4002
105096 ANDREA FULLER 3994
108725 RANDAL MCINTYRE 3992
108349 BERT MARQUEZ 4015
107538 GARRY LANE 4004
102173 MASON DURAN 4015
105079 TEDDY BECKER 3992
113208 JESS ROSE 3999
107602 CHANCE ROTH 4004
