100270 JOEY GUERRERO 4004
100192 CARLO DEJESUS 3994
101304 TODD SCHROEDER 4002
101214 BENNY JUAREZ 4002
100250 MELVIN NORTON 4007
100262 TEDDY GALLAGHER 4008
100555 ELBERT STARK 3999
100576 ALEJANDRO SWANSON 4003
100003 KRAIG MARSHALL 3990
101385 JACK POPE 4011
100550 LIONEL DELANEY 3995
100669 BENITO MCCORMICK 4019
101396 DIRK SPENCER 4014
100919 ALPHONSE BANKS 3992
100074 ROLF BOYLE 3993
101126 COY RUSSELL 3990
100371 CARLTON SARGENT 4001
100558 KORY HART 3991
100027 EDDIE PARSONS 4004
101239 PAUL ALLISON 3996
101423 SHANE BOYLE 3993
100088 CODY PACHECO 4008
100899 DONN ROLLINS 4012
101401 KIRBY TERRY 4011
100630 REID CLARKE 3992
100313 KRAIG RIOS 3998
101083 BURL SIMPSON 4014
101055 RHETT WRIGHT 4008
100423 SHAWN CONRAD 4001
100584 EDMOND DRAKE 4010
101122 REYES DECKER 4006
100785 BERNARD BRAY 3993
100468 CHET LANE 4019
101063 OTIS BAUER 4002
100749 RODOLFO PAYNE 4000
100992 ROSENDO STARK 4004
100142 JULES YANG 4011
100479 LOREN RUIZ 4015
101397 DON HOWELL 4001
100813 IVAN MOLINA 3992
100808 LUKE BRANCH 4002
100054 AURELIO TATE 4002
100372 ELDEN MCCARTHY 4004
100760 KENETH HOLT 4003
100060 BENNETT BARRERA 3999
101015 ERNEST CURTIS 4005
100944 KEN KENT 4012
100152 CHONG RYAN 4004
100810 ALLEN PERRY 3998
100356 ROMEO SPEARS 3990
100200 TERENCE VALENZUELA 4007
100488 MARCELINO ALSTON 4005
101256 KARL JONES 4008
100444 EMILE BRAY 3993
100059 BYRON SNYDER 3996
100839 JONATHAN YANG 4009
100683 CRAIG LITTLE 4011
100289 JOHNATHAN DICKSON 3998
100822 ARDEN LOPEZ 4016
100163 TRENT ELLIS 4013
100292 BERNARDO PORTER 4003
101228 STANFORD TANNER 3992
100687 HARVEY WHITNEY 4006
101380 JOAN CHAMBERS 4001
100809 WILLIAM LANGLEY 4009
100966 NICKOLAS BARTLETT 3990
100765 ISMAEL MCLEOD 4011
101327 MARCOS SYKES 4015
100961 SALVATORE GRAVES 4017
100050 HOMER LARSON 4007
101079 FREDERIC ARNOLD 3990
101236 MATT KIM 4017
100975 STACEY YANG 4013
100169 GERALDO BLAIR 3990
100721 REX HUNTER 4012
101349 CLEMENTE ONEAL 4005
100383 ELI GIBSON 3996
100406 MICHEL ATKINSON 4014
100357 JESSE NELSON 4018
100065 MAURICE HODGES 3993
101183 STEVE POWERS 4004
101124 DAREN SWEENEY 3999
101185 DARNELL COOLEY 4002
100723 JERRELL GILES 3998
101033 TRINIDAD FITZGERALD 4000
100678 DEREK OCONNOR 3993
100156 VIRGIL DUNN 3992
100984 RICARDO WAGNER 3994
100109 SAL SHORT 3990
100922 BOBBIE SALAS 3991
100864 COLIN GATES 4013
100465 GAVIN EDWARDS 3994
100622 WADE WITT 4002
101037 WOODROW FORBES 4012
101204 SAM BURTON 4002
100492 ROSARIO TYSON 4018
100834 BARRETT HICKMAN 4012
100033 KRIS ROWLAND 4009
100969 WERNER HAWKINS 4013
100952 MACK RHODES 4008
100632 TYRELL BROWNING 3994
100711 CLEO NEWMAN 4003
101050 CORTEZ BARKER 4001
101168 SEYMOUR FRANCO 3997
100742 RODRICK MAYO 4019
101098 HOUSTON HOGAN 4015
101030 CLEO MOSES 4012
100873 EDMUNDO CRUZ 4011
100734 PAT ORTEGA 4017
101013 KEVEN SWEENEY 3996
100213 FRANK STEVENS 3998
100881 THEO CHASE 3999
100081 KAREEM FIELDS 4010
100345 ERIC LAMB 4007
100888 TYSON RUSH 3998
100482 CLIFFORD FREDERICK 4009
100314 LAVERNE WISE 4008
100939 ISRAEL REYNOLDS 4015
101114 DERRICK HARRINGTON 4008
100229 ROMEO HOLMES 4016
101282 SILAS SLOAN 3990
100024 SHELBY BENSON 4002
101260 ANDREW MIRANDA 4013
101264 CURTIS HANSON 3993
101139 EUGENE WALTERS 4011
100009 LYMAN BLACKBURN 4001
100221 HERIBERTO STONE 4013
100458 DEVIN KNIGHT 3995
100699 BOYCE BRADFORD 4003
100301 NEAL COLE 4001
101269 GIL KRAMER 4015
101372 HONG MIRANDA 4001
101163 ELROY ONEIL 3996
101149 KIP PIERCE 4002
100521 MERRILL SHAW 3997
101434 DOMINGO RIGGS 4007
100267 SAMMY FISHER 4013
100689 BENNIE PATTERSON 4015
100613 DOMENIC HARPER 3996
100409 JARRED FUENTES 3994
100963 DALTON CRAIG 4013
100641 MOHAMMAD CARLSON 4004
100491 ERROL FLORES 4012
101196 JACINTO WADE 4004
101145 ERNESTO WISE 4011
101155 HERIBERTO LOGAN 3992
100951 WALTER BLEVINS 4018
100605 MARY STEPHENSON 4018
101418 HOWARD LANCASTER 4019
101323 LAVERNE DODSON 4001
100302 ROBIN GREER 4006
100205 LLOYD HATFIELD 4011
101093 FREEMAN HEWITT 4019
101153 ANDREW CUMMINGS 3991
101004 ED MCCOY 4004
100165 CALVIN MCGOWAN 3998
100912 NORMAN WRIGHT 4004
100828 JEREMY JAMES 3995
100500 THURMAN DECKER 4006
100782 LON MERRILL 4008
100561 KEENAN HOLDER 4017
100694 KEVEN MOONEY 3994
100904 CHET SANTIAGO 4001
101104 TRUMAN HATFIELD 4015
101136 REGGIE ANTHONY 4006
100884 BRAIN FITZGERALD 3996
101001 ENRIQUE HOWE 4019
100801 BRANT MYERS 4000
101346 DENIS WALL 4012
100530 FRANKIE SHELTON 4000
101100 WENDELL JEFFERSON 4000
100078 TRUMAN HARRELL 4005
